web-scraper-order,web-scraper-start-url,nama,caption,ulasan,ulasan_preprocessed,label,sentiment,score;;;;;;
"1680415691-32,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Alfalegro,Sejuk,""Di Area ini tersebar banyak sekali kawah, diantaranya telaga warna dan sikidang dan beberapa diantaranya telah digunakan untuk pembangkit listrik tenaga panas bumi, dua spot untuk sunrise terkenal adalah sikunir dan prau, Informasi lebih lengkap intip di youtube channel Alfalegro Jalan Jalan"",""area tersebar kawah , telaga warna sikidang pembangkit listrik tenaga pana bumi , spot sunris terken sikunir prau , informasi lengkap intip youtub channel alfalegro jalan jalan"",negative,""[{'label': 'negative', 'score': 0.9657855033874512}]"",0.9657855033874512";;;;;;
"1680415691-33,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Adamhappymaker,Piknik,Tempat yang nyaman dan adem buat liburan.bamyak pilihan tempat untuk di kunjungi.easy get homestay  but always busy when holiday time.so pesen kamar dulu bila datang di musim liburan,nyaman adem liburan.bamyak pilihan kunjungi.easi get homestay but alway busi when holiday time.so pesen kamar musim liburan,negative,""[{'label': 'negative', 'score': 0.94548100233078}]"",0.94548100233078";;;;;;
"1680415691-34,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,firmanimam,sensasi berada di ketinggian diatas 2000mdpl,""tempat yang selalu membuat saya nyaman dan merasa berada jauh dari hirukpikuk keramaian kota besar, suhu yang hanya berkisar 18 derajat pada siangnya dan 5 derajat pada malamnya bahkan pernah sesekali minus 5 seperti di eropa, justru ini yang membuat menarik wisatawan datang ketempat ini, banyak lokasi penginapan dan atraksi wisata yang dekat jaraknya membuat tempat ini selalu ramai ketika weekend"",""nyaman hirukpikuk keramaian kota , suhu berkisar 18 derajat siangnya 5 derajat malamnya minu 5 eropa , menarik wisatawan ketempat , lokasi penginapan atraksi wisata jaraknya ramai weekend"",positive,""[{'label': 'positive', 'score': 0.6426079273223877}]"",0.6426079273223877";;;;;;
"1680415691-35,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,awantenggara,Tempat Seribu Tujuan Wisata,""Tidak rugi mengunjungi Dataran Tinggi Dieng, apalagi bagi mereka maniak wisata. Sebab di tempat ini banyak destinasi menarik yang berkaitan dengan sejarah dan alam dengan letak yang berdekatan."",""rugi mengunjungi dataran dieng , maniak wisata . destinasi menarik berkaitan sejarah alam letak berdekatan ."",positive,""[{'label': 'positive', 'score': 0.7303513288497925}]"",0.7303513288497925";;;;;;
"1680415691-36,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,QnoyKriting,Dingin,""Bawa jaket yang tebal dan makanan yang banyak, topi kupluk, kaos kaki, syal... Dingin banget soalnya. Bawa makanan yang banuak juga.";;;;;;
;;;;;;
Kabut hampir selalu ada. Jam 3 atau 4 sore, kabut sudah turun.;;;;;;
;;;;;;
Banyak rumah warga yang disewakan, selain beberapa losmen. Warung tradisional pun banyak d sini. Jangan lupa beli Purwaceng ya... Minuman kesehatan.;;;;;;
;;;;;;
"Berangkatnya agak lama karna lewat Purwokerto, Banjarnegara lalu Wonosobo dan Dieng. Pulangnya lebih cepat lewat Sikembang."",""bawa jaket tebal makanan , topi kupluk , kao kaki , syal ... dingin banget . bawa makanan banuak . kabut . jam 3 4 sore , kabut turun . rumah warga disewakan , losmen . warung tradision d . lupa beli purwaceng ya ... minuman kesehatan . berangkatnya karna purwokerto , banjarnegara wonosobo dieng . pulangnya cepat sikembang ."",negative,""[{'label': 'negative', 'score': 0.984416663646698}]"",0.984416663646698";;;;;;
"1680415691-37,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,AstikaS12,Negeri di Atas Awan,""Desa tertinggi di pulau Jawa, jadi pastikan kalau berkunjung ke sini jangan lupa untuk membawa pakaian hangat, karena suhu di sini dingin, dan akhir - akhir ini suhu di dataran tinggi dieng sedang dingin, kadang bisa juga menciptakan embun es yang terlihat seperti salju."",""desa tertinggi pulau jawa , pastikan berkunjung lupa membawa pakaian hangat , suhu dingin , - suhu dataran dieng dingin , kadang menciptakan embun es salju ."",negative,""[{'label': 'negative', 'score': 0.9656665325164795}]"",0.9656665325164795";;;;;;
"1680415691-38,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,slametpr,Karimunjawa 2018,""Satu hal yang tidak ketulungan alias minta ampun ialah """"panas"""".";;;;;;
Pagi kedua kami Seharian di laut ...menurut si empunya Homestay di laut tidak panas karena banyak angin. Berbeda dengan kemarin hari 1 di bukit cinta yang super panas. ;;;;;;
(Sebelum menyebrang pagi kami sempatkan melihat pantai kartini).;;;;;;
"Hari 2 Seharian kami menikmati wisata bawah laut...amazing!"",ketulungan alia ampun `` pana '' . pagi seharian laut ... si empunya homestay laut pana angin . berbeda kemarin 1 bukit cinta super pana . ( menyebrang pagi sempatkan pantai kartini ) . 2 seharian menikmati wisata laut ... amaz !,negative,""[{'label': 'negative', 'score': 0.9022342562675476}]"",0.9022342562675476";;;;;;
"1680415691-39,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,imamsan,Traveler area jateng,Untuk pertama kalinya saya ke dieng emmmm...ternyata keren juga..apa lg di daerah dieng banyak tempat2 wisatanya yg berdekatan.,kalinya dieng emmmm ... keren .. lg daerah dieng tempat2 wisatanya yg berdekatan .,negative,""[{'label': 'negative', 'score': 0.9684675335884094}]"",0.9684675335884094";;;;;;
"1680415691-40,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,mitapuspa1,Trip keluarga,Udara di dieng sangat sejuuk..saat pagi hati kami dapat menikmati matahari terbit..lalu ke kawah..dan ada tempat menginap disana walaupun sederhana tapi nyaman,udara dieng sejuuk .. pagi hati menikmati matahari terbit .. kawah .. menginap disana sederhana nyaman,negative,""[{'label': 'negative', 'score': 0.944053590297699}]"",0.944053590297699";;;;;;
"1680415691-41,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,irnandas2018,Trip Dieng,""Di Dieng banyak tempat wisata yang bisa direkomendasikan. Seperti Candi Arjuna, Candi Gatotkaca, Telaga Warna, Bukit Sikunir, dll. Dieng juga sangat dingin, beda dengan kota besar seperti Bandung atau Jakarta."",""dieng wisata direkomendasikan . candi arjuna , candi gatotkaca , telaga warna , bukit sikunir , dll . dieng dingin , beda kota bandung jakarta ."",positive,""[{'label': 'positive', 'score': 0.7722887992858887}]"",0.7722887992858887";;;;;;
"1680415691-42,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,harm0k0,Alam yang bagus,""Banyak kontribusi daerah/ perlu penertiban.";;;;;;
Masuk bayar 10.000 , Masuk tempat kawah Si kidang bayar lagi 15.000, masuk telaga warno bayar 15.000 lagi....banyak amat tarikannya belum parkiran masing masing tempat 5.000. Mau foto bayar per orang 5.000. ---pemda perlu perhatian penertiban.;;;;;;
"Tempat bagus namun pelayanan kurang."",""kontribusi daerah/ penertiban . masuk bayar 10.000 , masuk kawah si kidang bayar 15.000 , masuk telaga warno bayar 15.000 .... tarikannya parkiran 5.000. foto bayar orang 5.000 . -- -pemda perhatian penertiban . bagu pelayanan ."",negative,""[{'label': 'negative', 'score': 0.9863539338111877}]"",0.9863539338111877";;;;;;
"1680415691-43,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,dammer_thetraveler,Indah Tapi Kotor Oleh Sampah,Destinasi yang bercokol di dataran tinggi ini sebenarnya ideal untuk melepas penat dari kesibukan. Udaranya segar khas pegunungan. Sayangnya layaknya tempat wisata yang ramai dikunjungi selalu saja memunculkan aneka masalah. Yang paling jelas adalah sampah sisa pengunjung di beberapa destinasi yang sulit terkontrol akibat kebiasaan buruk. Akhir kata saya sangat kecewa berkunjung kesini. Pemandangan yang tersajipun sebenarnya tak setinggi ekspektasi.,destinasi bercokol dataran ideal melepa penat kesibukan . udaranya segar kha pegunungan . sayangnya layaknya wisata ramai dikunjungi memunculkan aneka . sampah sisa pengunjung destinasi sulit terkontrol akibat kebiasaan buruk . kecewa berkunjung kesini . pemandangan tersajipun ekspektasi .,negative,""[{'label': 'negative', 'score': 0.9952794313430786}]"",0.9952794313430786";;;;;;
"1680415691-44,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,HeryN45,Dieng plateu amazing!!!,""Berkali-kali datang ke dataran tinggi dieng, tapi gak pernah bosen nikmati view/pemandangan...tlaga warna etc... Untuk komplex candi+kawah gak pernah mampir... Selalu jalan2 saja nikmati udara segar&pemandangan...tlaga warna dari atas bukit..."",""dataran dieng , gak bosen nikmati view/pemandangan ... tlaga warna etc ... komplex candi+kawah gak mampir ... jalan2 nikmati udara segar & pemandangan ... tlaga warna bukit ..."",negative,""[{'label': 'negative', 'score': 0.6640987396240234}]"",0.6640987396240234";;;;;;
"1680415691-45,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,HendrianaE,Ciptaan Tuhan yang sangat indah 😊,""Ini kali pertamanya gue pergi ke dieng , btw waktu itu kitaa ke dieng pake motor, dan jalanan nya itu kiri kanan jurang . Sumpah gue takut banget, dalam hati gue selalu bilang yaa Tuhan lindungilah syaa  lebay sih kalo di pikir2. Pas udh nyampe di dieng , yang tadinyaaa udh lemes trus ngliat indahnyaaa dieng langung seger bugar. Masuk tempat wisata didieng juga murah murah loh dari harga 5000-15.000 , murah banget kan guys . Wajib banget deh buat kalian yang belum pernah ke sana, dan yang suka tempat dingin2 gitu  selamat berlibur ke dieng"",""kali pertamanya gue pergi dieng , btw kitaa dieng pake motor , jalanan nya kiri kanan jurang . sumpah gue takut banget , hati gue bilang yaa tuhan lindungilah syaa lebay sih kalo pikir2 . pa udh nyamp dieng , tadinyaaa udh leme tru ngliat indahnyaaa dieng langung seger bugar . masuk wisata didieng murah murah loh harga 5000-15.000 , murah banget guy . wajib banget deh , suka dingin2 gitu selamat berlibur dieng"",negative,""[{'label': 'negative', 'score': 0.989310622215271}]"",0.989310622215271";;;;;;
"1680415691-46,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,N4n41ndr4,Kawasan  dengan view yang indah di pegunungan,""Tempat wisata di kawasan pegunungan yg merupakan kawasan pegunungan vulkanik berada 2000 dpl, ada kawah aktif yg bisa dikunjungi sebagai objek wisata salah satunya yaitu kawah sikidang,lokasi kawah tidak jauh dari lokasi parkir mobil udara cukup sejuk, cukup bagus untuk tempat foto2, banyak warung sederhana juga utk menikmati makanan ringan seperti kentang goreng,tempe dll, dari situ kita menuju ke area candi arjuna, sudah tertata dengan cukup baik, dekat dengan tempat parkir, toilet dan warung untuk menikmati makanan kecil cukup banyak dan yg utama toiletnya bersih banget, sejarah candi kurang ada info diperkirakan berasal dari abad ke 7-8 dr wangsa sanjaya penguasa mataram hindu, setelah dari candi kita bisa ke telaga warna, sebuah cekungan vulkanik yg masih berbau belerang, cukup banyak spot2 foto disana, tidak jauh juga dari lokasi parkir.";;;;;;
"Untuk berwisata ke dieng plateau sebaiknya menginap, dan kalau membawa kendaraan sendiri sudah cukup mengenal medan jalan, yang berkelok2, sempit dan tajam, kalau tidak bisa menggunakan tour travel dr kota jogja atau kota terdekat lain di sekitar wonosobo"",""wisata kawasan pegunungan yg kawasan pegunungan vulkanik 2000 dpl , kawah aktif yg dikunjungi objek wisata salah satunya kawah sikidang , lokasi kawah lokasi parkir mobil udara sejuk , bagu foto2 , warung sederhana utk menikmati makanan ringan kentang goreng , temp dll , situ area candi arjuna , tertata , parkir , toilet warung menikmati makanan yg utama toiletnya bersih banget , sejarah candi info beras abad 7-8 dr wangsa sanjaya penguasa mataram hindu , candi telaga warna , cekungan vulkanik yg berbau belerang , spot2 foto disana , lokasi parkir . berwisata dieng plateau menginap , membawa kendaraan mengen medan jalan , berkelok2 , sempit tajam , tour travel dr kota jogja kota terdekat wonosobo"",negative,""[{'label': 'negative', 'score': 0.8898694515228271}]"",0.8898694515228271";;;;;;
"1680415691-47,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,HariyantoK5,Wisata warisan leluhur,""berwisata di Dieng dapat ditemukan beberapa obyek wisata salah satunya komplek Candi Arjuna, Kawah Sikidang, Telaga Warna, Cinema saat terjadi bencana di Dieng, dll"",""berwisata dieng ditemukan obyek wisata salah satunya komplek candi arjuna , kawah sikidang , telaga warna , cinema bencana dieng , dll"",negative,""[{'label': 'negative', 'score': 0.9611608386039734}]"",0.9611608386039734";;;;;;
"1680415691-48,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Quest730168,Dataran tinggi yang sangat cantik,""Dataran tinggi dieng atau yg biasa d sebut desa atas awan oleh para traveller merupakan salah satu lokasi wisata yg sangat di rekomendasikan untuk d kunjungi, karna banyak sekali pemandangan indah yg ada di sini selain  lokasinya yg berada di  dataran tinggi, yg menyuguhkan pemandangan berupa perbukitan yang indah, di tambah lagi  dengan udara dingin khas perbukitan kita juga bisa melihat banyak sekali objek wisata indah di sekelilingnya seperti candi, telaga dengan warna-warni yang cantik , lalu tradisi masyarakat yang masih di melestarikan hingga saat ini dan banyak lagi"",""dataran dieng yg d desa awan travel salah lokasi wisata yg rekomendasikan d kunjungi , karna pemandangan indah yg lokasinya yg dataran , yg menyuguhkan pemandangan perbukitan indah , udara dingin kha perbukitan objek wisata indah sekelilingnya candi , telaga warna-warni cantik , tradisi masyarakat melestarikan"",positive,""[{'label': 'positive', 'score': 0.9850832223892212}]"",0.9850832223892212";;;;;;
"1680415691-49,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,M3liana,Happy,Udara yang sejuk dengan pemandangan dan bau belerang menambah kebahagian dan menjadi tempat refresing,udara sejuk pemandangan bau belerang menambah kebahagian refres,negative,""[{'label': 'negative', 'score': 0.9298778772354126}]"",0.9298778772354126";;;;;;
"1680415691-50,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,iwan1119,Wisata ke dieng,""Dieng merupakan sakah satu lokasi wisata yg bagus..selain banyak obyek wisata juga didukung oleh udara yg sejuk dan bersih..kawah sikidang salah satunya...juga dieng plateu..juga ada telaga pengilonan yg kece banget..banyak homestay bertebaran dan murah...sempatkan juga makan mie ongklok, mie dg kua yg kental..ciamik..";;;;;;
"Home stay recomended sapah satunya adalah home stay deena...mau ke candi arjuna, tinggal jalan kaki 200 m..juga jangan lupa minum minuman purwaceng...10 rb pergelas..mantap.."",""dieng sakah lokasi wisata yg bagu .. obyek wisata didukung udara yg sejuk bersih .. kawah sikidang salah satunya ... dieng plateu .. telaga pengilonan yg kece banget .. homestay bertebaran murah ... sempatkan makan mie ongklok , mie dg kua yg kental .. ciamik .. home stay recomend sapah satunya home stay deena ... candi arjuna , tinggal jalan kaki 200 m .. lupa minum minuman purwaceng ... 10 rb pergela .. mantap .."",positive,""[{'label': 'positive', 'score': 0.709818959236145}]"",0.709818959236145";;;;;;
"1680415691-51,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,kikya2018,Tempat yang sangat menakjubkan,""Dataran tinggi Dieng adalah tempat yang sangat menakjubkan, unsur kebudayaan yang sangat kental di Balut dengan unsur mistik membuat Dieng menjadi tempat wisata yang sangat indah"",""dataran dieng menakjubkan , unsur kebudayaan kental balut unsur mistik dieng wisata indah"",negative,""[{'label': 'negative', 'score': 0.7242929935455322}]"",0.7242929935455322";;;;;;
"1680415691-52,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,gigih o,Jalan hemat,Jika kalian pergi ke dieng bersama pasangan ini akan meningalkan sebuah kesan yang berbeda dan akan meninggalkan kenangan bersamanya..,pergi dieng pasangan meningalkan kesan berbeda meninggalkan kenangan bersamanya ..,negative,""[{'label': 'negative', 'score': 0.9479397535324097}]"",0.9479397535324097";;;;;;
"1680415691-53,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Mama raffa S,Tempat yg sejuk dan menyenangkan,""Dataran tinggi dieng ";;;;;;
